Age,fnlwgt,Education_Num,Marital_Status,Occupation,Relationship,Race,Sex,Capital_Gain,Capital_Loss,Hours_per_week,Native_Country,Income,Workclass_Local-gov,Workclass_Never-worked,Workclass_Private,Workclass_Self-emp-inc,Workclass_Self-emp-not-inc,Workclass_State-gov,Workclass_Without-pay,Education_11th,Education_12th,Education_1st-4th,Education_5th-6th,Education_7th-8th,Education_9th,Education_Assoc-acdm,Education_Assoc-voc,Education_Bachelors,Education_Doctorate,Education_HS-grad,Education_Masters,Education_Preschool,Education_Prof-school,Education_Some-college,Age_Group
0.36065573770491804,77516,13,Never-married,Adm-clerical,Not-in-family,White,1,0.14820223868697874,-0.2169461577937785,0.39795918367346933,United-States,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Young
0.540983606557377,83311,13,Married-civ-spouse,Exec-managerial,Husband,White,1,-0.14563815257745275,-0.2169461577937785,0.12244897959183672,United-States,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Young
0.3442622950819672,215646,9,Divorced,Handlers-cleaners,Not-in-family,White,1,-0.14563815257745275,-0.2169461577937785,0.39795918367346933,United-States,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Young
0.5901639344262295,234721,7,Married-civ-spouse,Handlers-cleaners,Husband,Black,1,-0.14563815257745275,-0.2169461577937785,0.39795918367346933,United-States,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Young
0.180327868852459,338409,13,Married-civ-spouse,Prof-specialty,Wife,Black,0,-0.14563815257745275,-0.2169461577937785,0.39795918367346933,Cuba,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Young
0.32786885245901637,284582,14,Married-civ-spouse,Exec-managerial,Wife,White,0,-0.14563815257745275,-0.2169461577937785,0.39795918367346933,United-States,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Young
0.5245901639344261,160187,5,Married-spouse-absent,Other-service,Not-in-family,Black,0,-0.14563815257745275,-0.2169461577937785,0.1530612244897959,Jamaica,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Young
0.5737704918032787,209642,9,Married-civ-spouse,Exec-managerial,Husband,White,1,-0.14563815257745275,-0.2169461577937785,0.44897959183673464,United-States,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Young
0.22950819672131145,45781,14,Never-married,Prof-specialty,Not-in-family,White,0,1.757971815485221,-0.2169461577937785,0.5,United-States,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Young
0.40983606557377045,159449,13,Married-civ-spouse,Exec-managerial,Husband,White,1,0.5542264039852088,-0.2169461577937785,0.39795918367346933,United-States,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Young
0.32786885245901637,280464,10,Married-civ-spouse,Exec-managerial,Husband,Black,1,-0.14563815257745275,-0.2169461577937785,0.8061224489795917,United-States,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Young
0.21311475409836067,141297,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,1,-0.14563815257745275,-0.2169461577937785,0.39795918367346933,India,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Young
0.09836065573770492,122272,13,Never-married,Adm-clerical,Own-child,White,0,-0.14563815257745275,-0.2169461577937785,0.2959183673469387,United-States,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Young
0.2459016393442623,205019,12,Never-married,Sales,Not-in-family,Black,1,-0.14563815257745275,-0.2169461577937785,0.5,United-States,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Young
0.3770491803278689,121772,11,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,1,-0.14563815257745275,-0.2169461577937785,0.39795918367346933,United-States,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Young
0.27868852459016397,245487,4,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,1,-0.14563815257745275,-0.2169461577937785,0.44897959183673464,Mexico,0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Young
0.13114754098360654,176756,9,Never-married,Farming-fishing,Own-child,White,1,-0.14563815257745275,-0.2169461577937785,0.346938775510204,United-States,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Young
0.2459016393442623,186824,9,Never-married,Machine-op-inspct,Unmarried,White,1,-0.14563815257745275,-0.2169461577937785,0.39795918367346933,United-States,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Young
0.3442622950819672,28887,7,Married-civ-spouse,Sales,Husband,White,1,-0.14563815257745275,-0.2169461577937785,0.5,United-States,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Young
0.4262295081967213,292175,14,Divorced,Exec-managerial,Unmarried,White,0,-0.14563815257745275,-0.2169461577937785,0.44897959183673464,United-States,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Young
0.3770491803278689,193524,16,Married-civ-spouse,Prof-specialty,Husband,White,1,-0.14563815257745275,-0.2169461577937785,0.6020408163265305,United-States,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,Young
0.6065573770491803,302146,9,Separated,Other-service,Unmarried,Black,0,-0.14563815257745275,-0.2169461577937785,0.19387755102040813,United-States,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Young
0.2950819672131148,76845,5,Married-civ-spouse,Farming-fishing,Husband,Black,1,-0.14563815257745275,-0.2169461577937785,0.39795918367346933,United-States,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Young
